term,label
小便清长是指小便的次数和每次的量增多,cold
小腹击急。指寒邪侵於厥阴经的痛证。症见阴囊冷痛肿硬,cold
尿液浑浊不清的表现。,cold
局限性边界清楚的大片或小片损害,cold
属祖国医学“虚劳”范畴。中医治疗白细胞减少症采用益气养血,cold
广义的“宫寒”,cold
异物刺激性白带,cold
形寒肢冷等。,cold
形成肉眼呈灰黄色或黄白色的浓稠状液体。其处理方法主要有：清理伤口感染,cold
必伴有恶寒,cold
性冷淡又分两种类型：有性感缺乏,cold
性冷淡是指性欲缺乏,cold
性冷淡综合征。,cold
性冷淡综合征和无性感缺乏,cold
总因“寒气客于肠胃,cold
恶寒,cold
恶寒与发热交替发作,cold
恶寒发热,cold
恶寒无汗,cold
恶寒较轻,cold
恶风寒,cold
感受寒邪,cold
感寒停湿及热迫肠胃所致。,cold
或产时感受外寒而气血凝滞所致,cold
或兼见面白色枯,cold
或寒湿,cold
或病后虚热不清及火热内郁所致。是虚损劳瘵等病的常见症之一。治宜滋阴降火,cold
或突然高热寒战,cold
或红白相 杂如鱼脑,cold
或脾胃虚寒不能运化水谷,cold
或见赤白相兼,cold
或赤白兼下,cold
或风寒侵袭,cold
手脚凉,cold
手足厥冷,cold
手足厥冷。,cold
指伤口或疮口表面上由血小板和纤维蛋白凝结而成的块状物,cold
指周围白细胞计数持续下降所引起的一组症状。典型表现为头晕,cold
指正气虚而兼有内寒的症候。表面为食欲不振,cold
指热病过程中发于肌表的斑和疹两种证候。见《伤寒九十论·发斑证》。斑和疹虽系两证,cold
"指背部自觉冷凉感而言。本症 《伤寒论》 称 ""背恶寒"" 。《金匮要略》 名 ""背寒冷"" 。《河间六书·强痛恶 寒》 篇称 ""背怯qie冷""",cold
损害破裂而排出脓性黄白色汁液坏死物,cold
排尿困难及小便完全闭寒不通。出《伤寒论·辨太阳病脉证并治》。,cold
摄入很热或冷的食物饮料,cold
故“恶寒”常为临床诊断和鉴别外感表证的重要指征。,cold
故伤寒论,cold
斑疹伤寒等急性传染病 。,cold
无法正常运化水湿而使寒凉之气停滞在人体经脉脏腑中,cold
早泄多因清脂失调或房事过度,cold
是一种外有寒战,cold
是以痢下赤白脓血,cold
是指疼痛有冷感而喜暖。常见于腰脊,cold
是机体组织炎症过程中形成的浓稠或稀薄的混和物,cold
有寒,cold
有时在睑结膜表面形成一层灰白色假膜,cold
有肥白气虚多痰人,cold
机制不清,cold
查清病因,cold
正常成人白天排尿4～6次,cold
汞为银白色的液态金属,cold
治宜青州白圆子。,cold
治疗用滋阴清热法,cold
法当凉血。血热亦是小儿发热证型之一,cold
清凉,cold
清利湿热,cold
清晨醒来之前最低。胃液中的胃酸（0.2%～0.4%的盐酸）,cold
清水样鼻涕,cold
清热养阴,cold
清热导痰汤。③痰热聚于心者 《杂病源流犀烛·痰饮源流》 “在心曰热痰,cold
清稀的称为饮。痰不仅是指咳吐出来有形可见的痰液,cold
清稀黏液自口角流岀,cold
清肝理脾等法,cold
清醒状态下遗精则为滑精。中医认为是一种疾病,cold
清骨散,cold
温清并用。对具传染性的细菌性痢疾和阿米巴痢疾,cold
溃后脓液稀如痰,cold
炎症性白带,cold
烦渴饮冷,cold
热痢宜清,cold
狭义则专指白带的量色质气味发生异常的疾病。正常白带由前庭大腺分泌物,cold
甚则全身发冷. 四肢脉木,cold
甚或寒战,cold
甚或纯白无红色的舌质称为舌淡。舌淡在内伤杂病中较为多见,cold
甚至不能发出声音的症状。祖国医学称“暴喑”。多由风寒或风热火毒等邪犯喉,cold
甚至便稀如水样,cold
甚至清醒时精液流出者,cold
甚至清醒时精液自动滑出的病症。,cold
甚至清醒时精液自动滑出的病症。滑精是遗精的一种,cold
用半夏白术天麻汤,cold
用抵当汤。腹满手足厥冷,cold
用清气化痰丸,cold
由眼珠眦角横贯白睛,cold
男子因真阳不足而引起精气清冷,cold
畏寒多是身体受到外在寒邪侵袭,cold
病名。指产后分泌乳汁少。见清·许廷哲《保产要旨》。即缺乳。,cold
病名绞肠痧。”治宜祛秽泄毒为大法。十指青冷者,cold
病机有寒热虚实之分。咳喘与痰密切相关,cold
病理性白带的性状都有很大的不同。病理性白带可分为非炎症性白带,cold
病症名。指泄泻时所泻之物清稀,cold
病证名。泻下稀水,cold
病证名。胸部胀满不适。因风寒,cold
病证名。见于《伤寒明理论》。即指神识丧失,cold
痰白滑而易于咳出,cold
痰色亦黄。治宜清热化痰,cold
痰証的一种。见《医学入门》卷五。又名气痰。多由肺燥所致。症见痰少色白,cold
白发指头发全部或部分变白白发分有老年白发和少白发,cold
白喉,cold
白带应该是透明发亮,cold
白带是女性正常情况下由阴道粘膜渗出物,cold
白睛溢血等。古代医家认为目赤有三,cold
白线疝,cold
白色稀糊状或蛋清样,cold
白芍,cold
白附子丸等方。如见眩晕闷乱,cold
皮肤出现白色点,cold
皮肤及其他组织被染成黄色。因巩膜含有较多的弹性硬蛋白,cold
皮肤而首先被察觉。当血清总胆红素在17.1～34.2μmol,cold
真武汤。若手足厥冷,cold
眼白红赤,cold
眼花（dazzle）指看东西模糊不清,cold
神志不清,cold
神志不清。有时伴有口吐白沫或嘴角牵动,cold
神志不清的表现,cold
神志不清（unconsciousness）指神志昏蒙,cold
称为恶寒。中医中有“有一分恶寒便有一分表证”的说法,cold
称为生理性白带。与生理性白带相比较,cold
称生理性白带。白带的量明显增多,cold
粪便稀溏,cold
粪质稀薄,cold
系指在排尿后或排尿时从尿道口滴出白色浊物,cold
组织在细菌和中性粒细胞释放的蛋白溶解酶的作用下发生液化坏死,cold
而与接触冷空气,cold
而且喜冷恶热。常因火邪窜络,cold
而且质地清稀,cold
肝经虚寒,cold
肝郁气滞致白发。,cold
肢体酸白细胞减少症白细胞减少症软,cold
肢冷汗出,cold
肺气失和所致。治以疏风清热为主。,cold
肾阳虚等。阳虚主证为畏寒肢冷,cold
肿块边界不清,cold
背冷,cold
能清除呼吸道中的异物或痰,cold
脉滑数。治宜清热化痰,cold
脘腹及四肢关节等处。因寒邪阻络所致,cold
自觉膝关节局部寒冷疼痛,cold
至翌日清晨则热退身凉的表现。温病后期气阴耗伤,cold
舌淡白等。,cold
舌淡苔白。总的治疗原则为健运脾气,cold
舌苔白腻,cold
舌苔白腻等。,cold
色白,cold
色白带黄,cold
色红或白,cold
苔白滑,cold
苔薄白微黄。风热感冒多见于夏秋季,cold
苔黄腻等。治疗可选用清热,cold
萆解分清饮,cold
营血虚热致白发,cold
虚烦是因虚而致心胸烦热者。由伤寒汗,cold
虚脱是以面色苍白,cold
视物模糊不清的表现,cold
角膜边缘可有灰白色浸润点,cold
言语不清的表现。,cold
证名。指易有饥饿感。见《素问·至真要大论》。病因以胃热较为常见。治宜清胃,cold
证名。脐下部胀满。多见于以下几种情况。如伤寒发热,cold
说明心有火。首先是清淡饮食,cold
贪食寒凉食物等都可招致外来之“寒”侵入人体,cold
边界不清,cold
边缘不清,cold
这种寒多为“实寒”。另一方面,cold
这种寒多为“虚寒”。所以,cold
这种病理产物的寒可由人体脾肾阳虚,cold
这类患者常有明显的感受风寒的病史。风寒头痛多发于吹风受寒之后,cold
这里的“宫”理解为“胞宫”会有助于更好地理解宫寒的含义和所指的疾病。“寒”在中医中首先是一个常见的致病原因,cold
适宜于食用皮肤的角质蛋白。疥虫的躯干的后半部有几对杆状的刚毛和长鬃。疥虫往往是夜行昼伏,cold
选用参苓白术散,cold
通常伴随声音。咳嗽具有清除呼吸道异物和分泌物的保护性作用。但如果咳嗽不停,cold
铅中毒等也均会引起脸色苍白。面色苍白需查找原发疾病,cold
闭塞清阳所致眩晕。见《医学正传·眩运》。《杂病源流犀烛·头痛源流》：“风痰闭壅眩晕,cold
阳气不足则早凉,cold
阴不足则先热后寒。”其病机是邪入半表半里,cold
阴道流血。平时病人可有白带增多,cold
阴阳相胜也。阳不足则先寒后热,cold
面色泛白而没有血色的表现,cold
面色苍白,cold
面色苍白或青灰,cold
面色苍白（pale complexion）是由于脸部毛细血管充盈不足引起,cold
项强指头部后项的肌肉筋脉牵引不舒的症状。一般是由于外感风寒,cold
须发早白是一种疾病。在中医学则认为发须早白主要有以下列三种主要原因：肾阴亏损致白发,cold
颜色比例红少白多,cold
风冷乘之而痛者,cold
鼻流清涕如水样,cold
1年内有发作的活动性癫痫患病率为4.6‰。据此估计中国约有900万左右的癫痫患者,internal
palms and soles）指两手两足心发热,internal
“天行赤眼”等。 目赤肿痛常见于西医学的急性结膜炎,internal
“寒”在中医中还指病理产物之寒积聚在人体经脉脏腑中,internal
“寒气客于胃,internal
“心律不齐”指的是心跳或快或慢,internal
“纳差”意指食量减少。在中医范畴中归属于脾胃病,internal
“胃痛”,internal
“阻病”。多因脾胃虚弱或肝胃不和导致冲气上逆,internal
……痰在咽喉,internal
《内外伤辨惑论》有记载。,internal
一些20～30岁的年轻人也出现心肌缺血的表现。,internal
一般会在短时间内消除,internal
七情内伤,internal
三曰燥邪伤肝。戴复庵云：目赤无非血雍肝经所致,internal
上下分消导痰汤,internal
上段空肠以及胰管和胆管的出血。十二指肠悬韧带以下的肠道出血统称为下消化道出血。随着内镜技术的发展,internal
下注膀胱,internal
不得太息……。”肺热又称风温肺热,internal
不易排出的表现。干咳是临床肺部疾病常见症状之一,internal
不易睁开。有的病人结膜上出现小出血点或出血斑,internal
不清洁的脐带结扎,internal
不省人事为特征的内科急症。,internal
不结胸,internal
不能支持心脏正常工作的一种病理状态。心脏活动所需要的能量几乎完全靠有氧代谢提供,internal
不能濡养脏腑,internal
与内分泌功能紊乱密切相关。本病好发于中年妇女,internal
与督脉会于巅,internal
与肝病的严重程度相一致。,internal
与肝胆脾胃关系密切。癫病以精神抑郁,internal
与肝脾相关,internal
与胆红素有较强的亲和力,internal
与脾胃有密切关系。病机为湿热,internal
且以偏肥胖体型为多见。当今胆胀的发病率呈上升趋势其原因可能与人们饮食结构的变化有关。中医药治疗本病效果较好,internal
且在一段时间内广泛流行,internal
两者多互为因果关系。胆道感染发病率占急腹症第2位,internal
严重的心肺疾患以及真性红细胞增多症。,internal
严重者心痛彻背,internal
中医内伤病因之一,internal
中医病名。小儿时期感受时行邪毒引起的肺系时行疾病,internal
中医病名。湿疮是一种由多种内外因素引起的过敏性炎症性皮肤病。以多形性皮损,internal
中医病症名。指因痰盛气闭而引起四肢厥冷,internal
中医病症名。指由气管积痰而引起的呼吸不畅,internal
中医称为脾胃虚弱,internal
中医认为是以脏腑阴虚为主因,internal
为中医名词术语。泛指因脾气虚损引起的一系列脾脏生理功能失常的病理现象及病证。包括脾气虚,internal
为冷结在膀胱关元,internal
为肝血虚,internal
为肺病常见症状之一,internal
为胃中之浊气上逆,internal
主要以内分泌失调与血热,internal
主要症状是胃脘痞闷,internal
久则及肾。基本病机为肝脾肾受损,internal
久嗽成劳或劳极伤肺所致的咳嗽,internal
久病多虚中夹实或虚证。深圳胃肠专家陈春莲说治当分别情况,internal
久连脑痛。”《张氏医通·诸痛门》：“痰厥头痛,internal
也包括一些内脏损伤。在此主要以软组织损伤为主。,internal
也包括胃蠕动不好的胃轻瘫和食道反流病。消化不良主要分为功能性消化不良和器质性消化不良。功能性消化不良属中医的“脘痞”,internal
也可以是支气管扩张的咯血。吐血主要来自胃的病变,internal
也可指中医学的“胞宫”,internal
也可由于情志郁结,internal
也就是常说的“心慌”。它可以是疾病的征兆,internal
也就是通常所说的心悸,internal
也是促使患者就诊的原因。腹痛多由腹内组织或器官受到某种强烈刺激或损伤所致,internal
也是疑难急重病证。相当于西医病名无排卵性功能性子宫出血。,internal
也有部分由于宫内节育器,internal
习惯性抽搐。中医认为引起抽搐的病因病机主要有热毒内盛,internal
乳房部的结核性疾病,internal
予以健脾和胃,internal
五心烦热（sphoria with feverish sensation in chest,internal
亦可与其他心血管病伴发。其预后与心律失常的病因,internal
亦可引起胃热（胃火）。中医分为热郁胃中,internal
亦可持续累及心脏而致其衰竭。,internal
产后发热是指产褥期内,internal
产后恶露是指产后随子宫蜕膜脱落,internal
从外耳道内流出一些非脓性的液体,internal
从目系下颊里,internal
从而使得肛门内括约肌痉挛收缩,internal
从而引起的心中剔剔不安,internal
令痰气结聚不散,internal
以上腹胃脘部近心窝处疼痛为主症的病证,internal
以五脏虚证为主要临床表现的多种慢性虚弱症候的总称。,internal
以发出咳声或伴有咳痰为主症的一种肺系病证,internal
以后可发展为多结节性肿大。,internal
以痰质清稀色白的痰为特征。如由外感风寒而致病的,internal
以胃脘及腹部疼痛为主要表现的疾病。,internal
以胃阴不足为主,internal
以脏腑功能衰退,internal
以脾运失健为主,internal
以致或湿浊阻滞,internal
以致眼睑内翻畸形,internal
以致结脓成痈的急性化脓性病证。多发于产后哺乳的产妇,internal
以致肺叶生疮,internal
传染性结膜炎,internal
伴心胸烦闷,internal
伴有典型的响声。嗳气可因不同病因在持续时间和响度上发生改变。在过去几十年中发生的一些重要事件使人们对功能性胃肠病（FGID）有了更深入的了解。罗马III标准中将功能性胃十二指肠疾病的症状分为3类：功能性消化不良,internal
似喘而无声的表现。患者多伴有呼吸系统或心血管系统疾病。治疗需针对原发病。若气短引起呼吸困难,internal
但不如子宫内膜异位症所致的痛经明显,internal
但如果胃酸过多就会伤及胃,internal
但流行程度和危害性以病毒性结膜炎为重。本病全年均可发生,internal
但粪质干结,internal
低血糖导致脑神经能量匮乏或者是心理疲劳,internal
佐脾丸。”《医医偶录》治肚腹胀硬拒按,internal
体感受寒邪。《灵枢·邪气脏腑病形》：“形寒寒饮则伤肺,internal
体腔内体液增多则称积液。根据分布范围,internal
使胞宫的功能受损而发生的一系列疾病的统称。,internal
使脏气不平,internal
侵袭或邪传于肠胃而触发。《症因脉治·腹痛论》：“痧胀腹痛之证,internal
俗称疬子颈。多见于青少年及原有结核病者,internal
保证心脏正常工作。当某种原因导致心肌血液供需失衡,internal
假性结膜炎以及流行性角膜炎等,internal
停留或渗注于体内某一部位而发生的病证,internal
停积胃肠,internal
健脾养胃诸法。,internal
元气虚也。”《临证指南医案·喘》提出：“在肺为实,internal
入于膀胱,internal
入里化火,internal
六腑痹,internal
其中痰和饮既有区别,internal
其主要原因是椎骨骨质增生压迫了椎管内神经,internal
其他器官的疾病也可引起腰痛。如泌尿系炎症或结石,internal
其发生是由于胆红素代谢障碍而引起血清内胆红素浓度升高所致。临床上表现为巩膜,internal
其次它们又可能成为新的致病因素。一般以较稠浊的称为痰,internal
其毒液由伤口进入人体内而引起的一种急性全身性中毒性疾病。,internal
其病在胃,internal
其痰青而多泡。”又名肝经风痰。二是指素有痰疾,internal
其颜色及内容物随时间而变化,internal
养阴益胃。,internal
内伤乳食,internal
内伤饮食不洁。病位在肠,internal
内分泌影响,internal
内分泌疾病及神经官能症等几乎都有轻重不等的头晕症状,internal
内含有脓液。因脓液的颜色不同,internal
内有烦热的症状。这是由于热邪内伏,internal
内热进而化虚火。根据病机不同,internal
内脏的急性化脓性疾患,internal
内风属内伤病证,internal
再如湿阻引起,internal
冠心病,internal
凡发热同时又有心烦,internal
凡离开经脉之血不能及时消散和瘀滞于某一处,internal
出《素问·气厥论》。多因肺,internal
出现胃部灼烧感,internal
出血量与血液在胃肠道停留的时间。便血伴有皮肤,internal
分别采取温补脾肾或滋养肝肾法,internal
则每一脏又有气,internal
初起乳房内出现 一结块如桃李,internal
功能性子宫出血,internal
劳倦内伤,internal
劳淋六证。基本病机为湿热蕴结下焦,internal
包括《内经》所含肺痹,internal
包括病毒性肝炎,internal
化痰剂等药,internal
十二指肠或胰胆等病变引起的出血,internal
升阳除湿汤,internal
即为肺痨,internal
即人体内某个脏器或组织离开其正常解剖位置,internal
即心脏活动的起源和（或）传导障碍导致心脏搏动的频率和（或）节律异常。心律失常是心血管疾病中重要的一组疾病。它可单独发病,internal
即暑热挟湿。以胸脘痞闷,internal
即火痰也。”证见烦热燥结,internal
即由于外来之寒邪或者是人体脾肾阳虚所生之内寒停滞在女性胞宫,internal
即称为消瘦。体内脂肪与蛋白质减少,internal
即老痰,internal
即胃火,internal
压之无痛为临床特点。临床表现与西医学的慢性胃炎（包括浅表性胃炎和萎缩性胃炎）,internal
又分外痹与内痹。痹者闭也。广义的痹病,internal
又称“胃反”,internal
及天时郁勃而然也。”“此皆素抱痰疾者,internal
反映了痹病的基本内容,internal
反胃,internal
发作时间多在3～5分钟之内,internal
发现腹部一部分或全腹部膨拢引起腹胀的原因主要见于胃肠道胀气,internal
发生于儿童者称喊叫小结,internal
发瘀等的病理状态。血热多由邪热入血所致,internal
发育生殖等功能减退所致的病症。肾精不足多由先天发育不良,internal
口腔内肌膜破损,internal
口虽渴但不想饮水或饮水后胃中不适,internal
古代医家用盗贼每天在夜里鬼祟活动,internal
只要注意调整心态,internal
可以是肝病的早期症状,internal
可以杀死食物里的细菌,internal
可伴有恶心,internal
可出现在许多疾病的过程中。临床辨证以虚实为纲。治疗以和胃降逆为原则,internal
可分 为瞬时记忆（半分钟内）,internal
可分为细菌性结膜炎和病毒性结膜炎两类,internal
可导致脏腑失调,internal
可放射至心前区与左上肢,internal
可能是由于大脑疲劳。各种颅内,internal
合理调节饮食结构,internal
同时增加胃蛋白酶的活性,internal
同时配以疏肝健脾,internal
名内吹乳痈,internal
名曰风痰,internal
名曰风痰。”《医宗必读》卷九：“在肝经者,internal
后世将外科分为疮疡与杂证两大类。疮疡多由毒邪内侵,internal
后天失养及外感内伤等多种原因引起的,internal
后者更多的含义是泛指女性内生殖器官（子宫,internal
吞酸是指酸水自胃上激于咽喉之间,internal
呼吸急促等症状。脓痰的量,internal
咯吐腥臭浊痰,internal
咯痰是呼吸道内的病理性分泌物,internal
咯黄稠痰或痰中带血,internal
咳喘是肺病的主要症状。咳喘的病因有外感内伤之别,internal
咳喘每多夹痰,internal
咳嗽喘促等。治以清肺,internal
咳嗽等症状。由脾肾虚寒引起的,internal
咳大量脓痰和反复咯血。,internal
咳痰量多,internal
咽喉炎以及病毒感染甚至心肌梗死均可引起咽喉痛。,internal
咽结膜热,internal
喉中痰鸣如水鸡声,internal
喘息痰鸣,internal
喘气等。咳嗽可伴随咳痰,internal
嗳气和恶心呕吐。嗳气又分为：吞气症和非特异性过度嗳气。,internal
嗳气（belching）是胃中气体上出咽喉所发出的声响,internal
噤口痢是属于痢疾之一。见《丹溪心法·痢》。亦称禁口痢。指患痢疾而见饮食不进,internal
四肢疼痛的发生主要是由于机体内正气不足,internal
因产后劳倦伤脾,internal
因其在睑结膜表面形成粗糙不平的外观,internal
因外感而喘咯咳唾者 《泰定养生主论》 “热痰者,internal
因外邪犯胃,internal
因感受风邪或风热怫郁而发的病证。《泰定养生主论》：“风痰者,internal
因此子宫脱垂还可同时伴有膀胱尿道和直肠膨出,internal
因风热客于肠胃或湿热蕴积肠胃,internal
国内癫痫的总体患病率为7.0‰,internal
在肾为虚。”,internal
均属神昏的范畴。常因痰浊,internal
均称“烦热”。多由于里热过盛,internal
坚结胶固,internal
坚结胶固之痰。亦称老痰,internal
声带小结又称歌唱者小结或教师小结,internal
复出于胃,internal
多为饮停于胃证,internal
多伴有嗳气症状。自胃部上升的气体或酸性液体导致嗳气（呃逆）发生,internal
多因外邪入里,internal
多属肺热。,internal
多指内伤病证的类中风,internal
多是由于结核杆菌侵入颈部所引起的特异性感染,internal
多由于痰,internal
多由邪热犯胃,internal
多种疾病导致的女性体内病理生理变化的外在表现,internal
多种肺部感染。,internal
多见于唇内侧,internal
大便干结,internal
大便秘结,internal
大便粘结,internal
大便酸臭或便秘为特征。食积又称积滞。与西医学消化不良相近。本病一年四季皆可发生,internal
大多系感染引起。慢性腹泻指病程在两个月以上或间歇期在2～4周内的复发性腹泻,internal
大病久病伤肾等引起。,internal
大肠传导失司,internal
大部分指的是风湿病,internal
失于和降是胃痛的主要病机。治疗以理气和胃为大法,internal
失禁等症状。正常人每日大约有9L液体进入胃肠道,internal
头颅内伤,internal
奇恒之腑痹,internal
女性子宫下垂,internal
如内蕴暑湿而外感风寒,internal
如发现腹部一部分或全腹部膨隆。引起腹胀的原因主要见于胃肠道胀气,internal
如子宫内膜异位症,internal
如心血管疾病,internal
如暑湿弥漫三焦,internal
如果十二指肠内容物经胃,internal
如白内障,internal
如肺气虚,internal
如风邪善行数变之特点的疾病。这里介绍的为类中风（脑卒中）。,internal
妊娠早期出现恶心呕吐,internal
子宫内膜炎,internal
子宫内膜炎或盆腔感染,internal
子宫内膜炎等引起的经期延长。宫内节育器和输卵管结扎后引起的经期延长也按本病治疗。本病一般预后良好。,internal
子宫出血量多而势急如崩,internal
子宫后倾等）,internal
子宫岀血量少而势缓,internal
子宫性闭经以及下生殖道发育异常性闭经,internal
子宫或阴道结构异常,internal
子宫收缩无力或异常等,internal
子宫脱垂（uterine prolapse）是指子宫从正常位置沿阴道下降,internal
子宫腺肌病等引起的痛经。,internal
子宫颈息肉,internal
子宫颈炎,internal
子宫颈糜烂,internal
它严重影响人们的社会交往和心理健康,internal
它可以充分地调动身体各脏器的机能,internal
宜刺三里,internal
宜半黄丸。”④素有痰疾,internal
宜温气汤。痛而小便不利为湿热,internal
宫寒顾名思义是“子宫寒冷”的简称。在中医学的文献记载和正式的教科书及相关的中医妇科专著中并无此词条。但是“宫寒”已经成为深入人心的热词,internal
宫颈及子宫内膜腺体分泌物等混合形成白带。正常白带呈白色黏液状或蛋清样,internal
宫颈管及子宫内膜腺体分泌物混合而成,internal
容易出现虚寒的征象。常见的有胃阳虚,internal
容易在体内积累毒素,internal
寒温失调等多种因素导致肝气失舒,internal
寒湿下注,internal
寒湿结于肠腑,internal
寒疝是一种急性腹痛的病症。见《金匮要略》。由脾胃虚寒,internal
对青少年的心理和社交影响很大,internal
导致心脏的供氧减少,internal
导致心血耗损。,internal
导致肾与膀胱气化失常,internal
导致胃失和降,internal
导致脾胃受损,internal
将有排卵型功能失调性子宫出血分为月经量多与经间出血两类。,internal
小儿夜惊是指1岁以内的哺乳婴儿,internal
尤以肺气虚损,internal
尤其是以脾肾阳虚多见。,internal
就构成了真正意义上的心肌缺血。而冠心病是引起心肌缺血最主要,internal
尿急（urgent micturition）与尿频（frequent micturition）在中文的西医诊断学里是两个不同的概念,internal
尿液中是没有红细胞的。医学上把病人尿液离心沉淀后,internal
尿路结石,internal
尿路结石是最常见的泌尿外科疾病之一。男性多于女性,internal
属于阴虚内热的症候,internal
属内痈范畴,internal
属里实热证,internal
工作动机和责任心等因素都对其有显著影响。有许多理论试图解释其产生机制,internal
左为肾,internal
巴豆。”《杂病源流犀烛·积聚症瘕痃癖痞源流》：“食积,internal
帮助消化。胃液对消化食物起着重要作用,internal
常与恶心并见,internal
常与肝脾等脏有密切关系。胃气郁滞,internal
常与胆石症并存,internal
常伴出汗及心悸而出现的燥热症状,internal
常伴有外感或内伤症状。引起腰痛的原因很多,internal
常合并有阴道前壁和（或）后壁膨出。阴道前后壁又与膀胱,internal
常和惊悸合并称为心悸。,internal
常表现为胃脘胀闷,internal
干咳（dry cough）指咳嗽无痰,internal
并排除颅内感染及其它导致惊厥的器质性或代谢性疾病。主要表现为突然发生的全身或局部肌群的强直性或阵挛性抽搐,internal
并有湿浊,internal
并自觉心胸烦热。多由阴虚火旺,internal
并非一种疾病。是指病程在两个月以上的腹泻或间歇期在2～4周内的复发性腹泻。病因较为复杂,internal
并非疾病。多见于急性肝炎时,internal
幼年类风湿症等。,internal
引动伏痰,internal
引起以心中急剧跳动,internal
引起相关系统疾病的总称。《内经》所言五脏痹,internal
弥散性血管内凝血等。,internal
弥漫型的肝细胞变性,internal
当今大城市职业妇女中50%-70%都有不同程度的乳腺增生。乳腺增生症常表现为乳房疼痛和乳腺摸到结节,internal
当咽入胃内空气过多或因消化吸收功能不良时,internal
当然也包括胞宫,internal
