term,label
虚汗淋漓,deficiency
虚火上扰,deficiency
虚火上浮而致,deficiency
虚烦是因虚而致心胸烦热者。由伤寒汗,deficiency
虚热,deficiency
虚脱是以面色苍白,deficiency
虚证多实久病,deficiency
血液生化不足,deficiency
血脱是病证名。阴血亏损脱失之证。出《灵枢·决气》：“血脱者,deficiency
血虚,deficiency
血虚津亏不能下润大便而致。,deficiency
补虚不忘实,deficiency
见於血虚者,deficiency
视物昏花属于“肝肾亏损”。过度用眼,deficiency
视物昏花等其他肾虚症状。治疗宜排除泌尿系统,deficiency
身体各个器官都在逐渐衰退,deficiency
软弱无力的,deficiency
输卵管等脏器通过人体正常的或不正常的薄弱点或缺损,deficiency
这种寒多为“虚寒”。所以,deficiency
这种病理产物的寒可由人体脾肾阳虚,deficiency
通过先天或后天形成的薄弱点,deficiency
邪气乘虚而入,deficiency
邪热乘虚客于胸中,deficiency
重者称腰膝痿弱。多因肝肾亏损,deficiency
长期疲劳而致人身体衰弱,deficiency
阳气不足,deficiency
阳气不足则早凉,deficiency
阳热不足的病理现象。阳气有温暖肢体,deficiency
阳痿多因命门火衰或心脾受损或恐惧伤肾所致。,deficiency
阳虚四种类型,deficiency
阳虚弱的类型,deficiency
阳虚（yang deficiency）,deficiency
阴不足则先热后寒。”其病机是邪入半表半里,deficiency
阴津亏虚则夜热。,deficiency
阴虚,deficiency
阴虚火旺,deficiency
阴虚阳亢所致。古代文献中,deficiency
阴血亏损等方面。常见于脑系疾病,deficiency
阴阳亏虚,deficiency
阴阳相胜也。阳不足则先寒后热,deficiency
阴阳衰竭及其他强烈刺激等,deficiency
随着医生对神经衰弱认识的变化和各种特殊综合征和亚型的分出,deficiency
面色苍白（pale complexion）是由于脸部毛细血管充盈不足引起,deficiency
须发早白是一种疾病。在中医学则认为发须早白主要有以下列三种主要原因：肾阴亏损致白发,deficiency
颈椎间盘脱出症的总称,deficiency
食欲不振,deficiency
食欲不振是指进食的欲望降低。完全的不思进食则称厌食。,deficiency
骨骼突出等旁证。至于脱水与水肿消退后的体重下降,deficiency
髓核突出或脱出,deficiency
18岁之前出现的则称为精神发育迟滞,excess
“天行赤眼”等。 目赤肿痛常见于西医学的急性结膜炎,excess
“寒”在中医中还指病理产物之寒积聚在人体经脉脏腑中,excess
“阻病”。多因脾胃虚弱或肝胃不和导致冲气上逆,excess
一曰风助火郁于上,excess
一般难以闻及。当肠道功能异常或阻塞不通时,excess
不伴有明显的甲状腺功能亢进或减退,excess
不易睁开。有的病人结膜上出现小出血点或出血斑,excess
不清洁的脐带结扎,excess
不结胸,excess
不能平卧为临床特征的病症。明代张景岳把喘证分为实喘和虚喘。《景岳全书·喘促》：“实喘者有邪,excess
与肝胆脾胃关系密切。癫病以精神抑郁,excess
且以偏肥胖体型为多见。当今胆胀的发病率呈上升趋势其原因可能与人们饮食结构的变化有关。中医药治疗本病效果较好,excess
中医病名。积滞是因小儿喂养不当,excess
中医病症名。指因痰盛气闭而引起四肢厥冷,excess
中医病症名。指由气管积痰而引起的呼吸不畅,excess
为冷结在膀胱关元,excess
为胃中之浊气上逆,excess
久病多虚中夹实或虚证。深圳胃肠专家陈春莲说治当分别情况,excess
九积之一。食滞不消,excess
也可由于情志郁结,excess
也有虚实寒热之别,excess
习惯性抽搐。中医认为引起抽搐的病因病机主要有热毒内盛,excess
乳房部的结核性疾病,excess
二曰火盛,excess
亢奋妄动,excess
亦可引起胃热（胃火）。中医分为热郁胃中,excess
人之身阴阳的盛衰,excess
代谢物积累学说和能源耗尽学说较有代表性。中枢学说认为,excess
令痰气结聚不散,excess
以后可发展为多结节性肿大。,excess
以致或湿浊阻滞,excess
以致气血凝滞而成。其包括了体表上的肿疡及溃疡,excess
以致结脓成痈的急性化脓性病证。多发于产后哺乳的产妇,excess
传染性结膜炎,excess
但有实火与虚火的区别,excess
但流行程度和危害性以病毒性结膜炎为重。本病全年均可发生,excess
但粪质干结,excess
但腹中有气体积聚,excess
但须根据虚实不同情况分别处理,excess
体腔内体液增多则称积液。根据分布范围,excess
俗称疬子颈。多见于青少年及原有结核病者,excess
假性结膜炎以及流行性角膜炎等,excess
停滞不化,excess
停滞在人体的经脉,excess
停积胃肠,excess
健康人肢体各种感觉的传递取决于大脑中枢至肢体神经通路的畅通无阻。如果在这一神经通路上的某一局部出现障碍,excess
元气虚也。”《临证指南医案·喘》提出：“在肺为实,excess
全身性水肿时往往同时有浆膜腔积液,excess
其产生是由于工作过程中代谢物（如乳酸）的不断产生与积累,excess
其他器官的疾病也可引起腰痛。如泌尿系炎症或结石,excess
再如湿阻引起,excess
再审证候虚实,excess
凡离开经脉之血不能及时消散和瘀滞于某一处,excess
则属于实证,excess
则肠鸣音高亢而频急。临床根据作响的部位及声音来判断病变部位和病变性质。,excess
初病多实,excess
初起乳房内出现 一结块如桃李,excess
劳淋六证。基本病机为湿热蕴结下焦,excess
即手足发凉冷。又称四逆,excess
即火痰也。”证见烦热燥结,excess
即由于外来之寒邪或者是人体脾肾阳虚所生之内寒停滞在女性胞宫,excess
卵巢性闭经,excess
厥逆上出,excess
参用六君汤。参见肉积,excess
又分外痹与内痹。痹者闭也。广义的痹病,excess
及天时郁勃而然也。”“此皆素抱痰疾者,excess
发为痢疾。暴痢多实证,excess
发生于儿童者称喊叫小结,excess
古病名-因气逆于上,excess
可以自行或通过治疗而逆转。,excess
可出现在许多疾病的过程中。临床辨证以虚实为纲。治疗以和胃降逆为原则,excess
可分为细菌性结膜炎和病毒性结膜炎两类,excess
可用当归四逆汤加吴萸,excess
可用肘膝位叩诊法证实,excess
可继发气阴两虚的恶阻重症。,excess
合理调节饮食结构,excess
同时配合行气活血利水。由于本病总属本虚标实错杂,excess
呃逆即打嗝,excess
呃逆等,excess
咽结膜热,excess
噫气腹胀。”治宜行气解郁。《杂病源流犀烛·诸气源流》“一切气郁,excess
四肢厥逆,excess
因其在睑结膜表面形成粗糙不平的外观,excess
因感受风邪或风热怫郁而发的病证。《泰定养生主论》：“风痰者,excess
因风热客于肠胃或湿热蕴积肠胃,excess
在应激面前适度的焦虑具有积极的意义,excess
均称“烦热”。多由于里热过盛,excess
坚结胶固,excess
坚结胶固之痰。亦称老痰,excess
垂体性闭经,excess
塞滞不畅,excess
壅阻少阳经脉引起的时行疾病。以发热,excess
声带小结又称歌唱者小结或教师小结,excess
外界温度变化和过度吸烟亦可引起。呃逆频繁或持续24小时以上,excess
多伴有嗳气症状。自胃部上升的气体或酸性液体导致嗳气（呃逆）发生,excess
多因气血逆乱,excess
多属实火,excess
多是由于结核杆菌侵入颈部所引起的特异性感染,excess
多由热盛伤津或阴液亏虚所致,excess
大便干结,excess
大便秘结,excess
大便粘结,excess
大便酸臭或便秘为特征。食积又称积滞。与西医学消化不良相近。本病一年四季皆可发生,excess
大脑有关区域持续兴奋导致的抑制性保护及抑制在大脑中的扩散是其产生的根本原因。代谢物积累学说认为,excess
子宫内膜炎等引起的经期延长。宫内节育器和输卵管结扎后引起的经期延长也按本病治疗。本病一般预后良好。,excess
子宫性闭经以及下生殖道发育异常性闭经,excess
子宫或阴道结构异常,excess
宜温补汤。痛而拒按为实,excess
实不同,excess
实施治。,excess
容易在体内积累毒素,excess
寒湿结于肠腑,excess
寒热虚实夹杂者宜通涩兼施,excess
尿路结石,excess
尿路结石是最常见的泌尿外科疾病之一。男性多于女性,excess
属里实热证,excess
巴豆。”《杂病源流犀烛·积聚症瘕痃癖痞源流》：“食积,excess
常与肝脾等脏有密切关系。胃气郁滞,excess
常因邪闭,excess
当今大城市职业妇女中50%-70%都有不同程度的乳腺增生。乳腺增生症常表现为乳房疼痛和乳腺摸到结节,excess
心律失常（arrhythmia）是由于窦房结激动异常或激动产生于窦房结以外,excess
急性梗阻性化脓性胆管炎等,excess
总宜以化滞为主。”用气郁汤,excess
患者常有传染病接触史。本病与西医学之急性传染性结膜炎相似。,excess
感染产物及坏死组织亦为形成结石之核心,excess
感染性疾病等疾病引起。其理论有：①组织牵引：肌肉损伤而起。②肌肉痉挛：肌肉的反复性抽筋而起。③结缔组织：肌肉的结缔组织受伤（如肌腱）而起。事实上,excess
成为“妊娠恶阻”。亦称为“子病”,excess
成积痞闷也,excess
或为眼烂喉闭,excess
或产时感受外寒而气血凝滞所致,excess
或刚一闭眼而将入睡之时,excess
或因风热怫郁而然也。此皆素抱痰疾者,excess
或干呕呃逆,excess
或情志郁结,excess
或横逆的病理变化。临床以肺气上逆,excess
或热盛耗伤津液,excess
或病后虚热不清及火热内郁所致。是虚损劳瘵等病的常见症之一。治宜滋阴降火,excess
或痰火暴亢,excess
或痰饮瘀血阻滞,excess
或肝经郁结,excess
或肝胆郁结,excess
或脾损气滞,excess
或自身阳虚阴盛或机体机能失调所造成。,excess
所谓“积水成饮,excess
指伤口或疮口表面上由血小板和纤维蛋白凝结而成的块状物,excess
指单位容积血液中红细胞数高于正常值高限。一般认为经多次检查成年男性红细胞＞600万,excess
指因呼吸短促而不相接续的情况。即呼吸短促而不相接续之意。可见于很多疾病的过程中。有虚有实。实证多突然发病,excess
指妇女妊娠期中出现的烦躁心悸的病症。西医妊娠期间出现抑郁症可参考本病。,excess
指气从胃中上逆,excess
指牙关紧闭,excess
指的是成肝气郁结,excess
指胃气上逆动膈,excess
指腹腔内游离液体的过量积聚,excess
指食物停滞胃中不消化。,excess
排尿困难及小便完全闭寒不通。出《伤寒论·辨太阳病脉证并治》。,excess
故名沙眼。本病病变过程早期结膜有浸润,excess
无法正常运化水湿而使寒凉之气停滞在人体经脉脏腑中,excess
日久成积者。《儒门事亲》卷三：“食积,excess
是一种临床症状而并非某一疾病。按生殖轴病变和功能失调的部位分为下丘脑性闭经,excess
是指睡眠不实,excess
是热病后余毒结于颐颌间引起的急性化脓性疾病。临床特点是常发生于热病后期,excess
晚期由于受累的睑结膜发生瘢痕,excess
暑湿俱盛之时,excess
最终粪便中水分仅约100～200ml。若进入结肠的液体量超过结肠的吸收能力或（和）结肠的吸收容量减少,excess
有人将其分为与代谢因素有关的结石和感染性结石。细菌,excess
有时在睑结膜表面形成一层灰白色假膜,excess
有虚实之分。,excess
有重滞欲下不下之感,excess
有食积停滞和腹痛感,excess
果菜积等条。,excess
枳实,excess
横逆犯胃,excess
此类症状常伴有广泛而多变的气流阻塞,excess
气机上逆,excess
气机受阻,excess
气机呆滞等所致。常见于喉喑,excess
气机郁结所致。《丹溪心法·六郁》：“气郁者,excess
气滞,excess
气血壅滞,excess
气血逆乱,excess
气逆上冲,excess
气逆于上,excess
气逆于上所致的一种病证,excess
气逆（reversed flow of qi）,excess
气郁一词出《素问·六元正纪大论》,excess
气郁化火而寻致胃阴耗伤。其主要临床表现是：胃部隐痛,excess
水停腹中。本病多属本虚标实之证。标实为主者,excess
水的偏盛,excess
沉默呆滞,excess
沙眼是由沙眼衣原体引起的一种慢性传染性结膜角膜炎,excess
沙石淋。多因下焦积热,excess
治以理气解郁,excess
泄实不忘虚。,excess
浮肿是机体细胞外液中水分积聚所致的局部或全身肿胀。浮肿与身体很多器官的病变有关,excess
消食导滞等法治疗。,excess
淋巴结肿大等全身症状,excess
湿滞或感受秽浊之邪,excess
湿热痢重症。多因湿浊热毒蕴结肠中,excess
湿热等邪气痹阻腰膝所致。,excess
湿热蕴结于下焦,excess
湿热阻于肾与膀胱,excess
溃面有糜烂的现象。中医认为由脾胃积热,excess
溶石化结。,excess
满闷不舒的症状。可因肝胃气机阻滞,excess
热壅,excess
牙关紧闭,excess
牙关紧闭为一种临床症状,excess
牙结石,excess
牙龈（gingiva）是指覆盖于牙槽突表面和牙颈部周围的口腔黏膜上皮及其下方的结缔组织。牙龈肿痛主要是牙龈有炎症而表现出的一种症状,excess
特别是结肠与直肠病变的出血,excess
狂病以精神亢奋,excess
甚至发生晕厥跌倒的现象。中医理论认为这是痰气上逆所致,excess
甚至溃疡久不愈合。多由心脾积热,excess
用火郁汤加减。亦可选用知柏地黄丸,excess
由横膈膜痉挛收缩引起的。健康人也可发生一过性呃逆,excess
留滞生热,excess
疳积以神萎,excess
病名。指多种原因所致的急性阻塞性喉病。症见咽喉肿痛迅速,excess
病性有虚有实。俗称：“岔气”。临床上可见于肋间神经痛,excess
病机有寒热虚实之分。咳喘与痰密切相关,excess
病症名。多为胞内有实热,excess
病证名。因风痰上壅,excess
病证名。指痰气上逆而致头痛。《古今医鉴》将之归于“厥头痛”范畴。《外台秘要》卷八：“痰厥头痛方：《病源》（指《诸病源候论》）谓,excess
病证名。指痰热壅阻于肺,excess
病证名。指胸与横隔部滞塞堵闷。,excess
痈肿相互连结成块,excess
痈肿触之坚实,excess
痊愈后可能留下瘢痕。尿囊素可保护伤口结痂,excess
痰核和停滞在脏腑经络等组织中的痰液,excess
痰涎壅盛,excess
痰热阻肺,excess
瘀交结,excess
瘀血停滞等因所致。,excess
瘀血阻滞心脉,excess
瘀血阻络,excess
皮肤出现苔癣样结节或斑块,excess
盛气凌人,excess
目赤是指眼结膜充血,excess
眵多粘结,excess
眼及颈部淋巴结等,excess
睡眠不实,excess
睫状体等组织病变或烟尘和化学物品等因素刺激所引起的泪液分泌过多。第二种是由于泪道系统阻塞,excess
神机逆乱。其病位在心,excess
积滞,excess
称为“胃纳呆滞”,excess
称为十二指肠胃食管反流。多由于贲门功能不全和胃功能障碍逆蠕动致酸性胃液反流至口腔。反酸只是症状,excess
称为难治性呃逆,excess
粪便干结。正常人每天排便1～2次或2～3天排便1次,excess
粪质硬结,excess
精神萎靡（listlessness）是一种精神异常现象。是抑郁症的一大症状,excess
紧闭声门,excess
约4～5∶1。 尿路结石在肾和膀胱内形成。上尿路结石与下尿路结石的形成机制,excess
纳呆便溏为主要表现的儿科病证。多见于1～5岁儿童。 疳积多因饮食不节,excess
经络痹阻,excess
结,excess
结合心,excess
结如胶而坚,excess
结核,excess
结核病,excess
结核（肿大的淋巴结）累累如串珠,excess
结痰,excess
结痰也。”“郁痰即结痰,excess
结痰条。,excess
结石基质和晶体抑制物质学说是结石形成的三种最基本学说。根据上尿路结石形成机制的不同,excess
结石成份和流行病学有显著差异。上尿路结石大多数为草酸钙结石。膀胱结石中磷酸镁铵结石较上尿路多见。成核作用,excess
结积所生也。言阴阳否隔,excess
结缔组织疾病等。腹水定量诊断除影像学检查外,excess
结聚於腹中而致。症见脐周绞痛,excess
结肠及直肠。上消化道出血是指十二指肠悬韧带（Treitz韧带,excess
结膜炎也可以引起畏光,excess
结膜炎时大都有不同程度的畏光流泪。多见于角膜异物,excess
结节型,excess
结节等多形性皮损为特点。,excess
而阴气逆上与风痰相结,excess
耳前淋巴结肿大等全身症状。,excess
耳鸣是累及听觉系统的许多疾病不同病理变化的结果,excess
肌肉纤维变细甚至消失等导致的肌肉体积缩小。多由肌肉本身疾患或神经系统功能障碍所致,excess
肘等关节积液,excess
肝郁气滞致白发。,excess
肺气上逆则咳嗽,excess
肺热咳嗽是由于肺内郁热,excess
肺痈是指由于热毒瘀结于肺,excess
胃气上逆,excess
胃气上逆为多见,excess
胃气上逆则恶心,excess
胃气壅塞,excess
胃肠实热而引起。,excess
胆结石,excess
胆腑气郁,excess
胞宫内的瘀血和浊液留滞 或伴有小腹疼痛,excess
胸满呕逆,excess
胸胁痛是指因感受外邪或情志失调或饮食不节或跌打损伤等原因导致的脉络失养或闭阻而引起的以胸胁部疼痛为主的一种病症。病位在肝胆,excess
胸腔积液和心包腔积液。全身性水肿主要有心源性水肿,excess
胸部和腋下。相当于现代医学的淋巴结核,excess
脉来洪盛有力或脉来躁急如喘的严重病证,excess
脉沉涩。”《证治汇补·郁证章》：“气郁,excess
脏腑经络气血为之痹阻而引起的疾病,excess
脑脉痹阻或血溢于脑所致。以突然昏仆,excess
脘痞等暑湿郁遏肌表证候为主要特点。如暑湿困阻中焦,excess
脘腹及四肢关节等处。因寒邪阻络所致,excess
脾虚气滞是一种疾病,excess
膀胱结核,excess
自觉咽喉部似有物梗阻不适,excess
致使气血凝滞,excess
致痰气郁结,excess
致食积停滞,excess
舌红苔黄等热盛之症。,excess
若一闭塞,excess
若滞下则不然,excess
茯苓补心汤等方。火郁而宜升发者,excess
虚劳等所致。多兼见郁闷不寐,excess
虚实之不同,excess
虚证多实久病,excess
血点是也。”多见于肺结核,excess
补虚不忘实,excess
表实,excess
表现先是声门关闭,excess
表现是上下牙列紧密闭锁,excess
见于抑郁症或抑郁状态。,excess
证名。胁肋部发胀作痛之证。见薛己注《明医杂著·痰饮》。由气郁痰凝,excess
证名。自觉头部胀重不适。外感内伤均可引起。外感多因湿热郁蒸所致。,excess
越鞠丸等方。若气郁生痰者,excess
运行受阻,excess
这种寒多为“实寒”。另一方面,excess
进食后有饱滞之感的症状,excess
逆从下上散,excess
逆害饮食,excess
邪毒亢盛,excess
邪气实也,excess
邪气逆结所致,excess
郁痰。《症因脉治》卷二：“顽痰,excess
郁积于经脉或器官之内呈凝滞状态,excess
郁结不能渗泄故也。”,excess
郁闷不乐等情况均能偶然引起该病的发生,excess
闭塞心窍,excess
闭塞清阳所致眩晕。见《医学正传·眩运》。《杂病源流犀烛·头痛源流》：“风痰闭壅眩晕,excess
闭眼,excess
闭经,excess
闭阻经络,excess
阳气被阻,excess
阳热内盛,excess
阴虚阳亢所致。古代文献中,excess
阻滞或经异常通道传导,excess
阻隔于食管所致。以进食哽噎不顺或食不得入,excess
降逆,excess
需积极治疗定期检查,excess
需要助产或剖宫产结束分娩的情况。临床上的表现是分娩过程缓慢,excess
面积,excess
鞘膜腔积液。,excess
顽痰。”详见郁痰,excess
颏部等都有结节,excess
风和热相结合的病邪,excess
食内阻,excess
食欲亢进及食欲反常三种,excess
食滞,excess
食积,excess
食积内阻所致者。《䱐溪陆氏医述·病症辨异》：“少气者,excess
饮食停滞一般指消化不良,excess
饮食积滞证,excess
骨折是指骨结构的连续性完全或部分断裂。多见于儿童及老年人,excess
“寒”在中医中还指病理产物之寒积聚在人体经脉脏腑中,yin
“寒气客于胃,yin
“流秽物”。造成白带异常,yin
“阴蠚”等。 西医学“外阴瘙痒症”,yin
“阻病”。多因脾胃虚弱或肝胃不和导致冲气上逆,yin
一般不易察觉。病理状态下可见大量皮肤脱屑。,yin
一般多主虚证,yin
一般将虚热进一步分为阴虚火旺和气虚火旺两种病状。,yin
三是关节部位出现畸形。临床上可分损伤性脱位,yin
下颌及手指关节最易发生脱位。关节脱位的表现,yin
不完全性瘫痪和全瘫。轻瘫：表现为肌力减弱,yin
不清洁的脐带结扎,yin
不能平卧为临床特征的病症。明代张景岳把喘证分为实喘和虚喘。《景岳全书·喘促》：“实喘者有邪,yin
不象微脉那样模糊不清按：脉来沉细如丝,yin
与夫阳 明之 脉虚,yin
个别部位干燥脱皮,yin
中医名词。指机体阳气虚衰,yin
中医将体质虚弱称体虚,yin
中医病名。婴儿白天能安静入睡,yin
中医病名。是指妇女外阴瘙痒,yin
中医病名。本病白睛暴发红赤,yin
中医病症名。出《伤寒论•辨厥阴病脉证并治》。三阴头痛之一。《兰室秘藏•头痛门》：“厥阴头项痛,yin
中医病症名。指因痰盛气闭而引起四肢厥冷,yin
中医病证名。多由外感寒邪,yin
中医症状名。凡患者自觉怕冷,yin
中医称为脾胃虚弱,yin
中医认为是以脏腑阴虚为主因,yin
中气下陷,yin
中气不足,yin
临床上常以血红蛋白（Hb）浓度来代替。我国血液病学家认为在我国海平面地区,yin
为中医名词术语。泛指因脾气虚损引起的一系列脾脏生理功能失常的病理现象及病证。包括脾气虚,yin
为冷结在膀胱关元,yin
为正常现象。因气虚不摄,yin
为肝血虚,yin
主要是气血两虚所致,yin
久则虚眩不已。是鼻科常见病,yin
久病多虚中夹实或虚证。深圳胃肠专家陈春莲说治当分别情况,yin
久痢多虚证。痢疾的治疗,yin
久而伤及气阴,yin
久而损伤阴络,yin
也可能是疾病的一种表现。目前发生的机制不是完全清楚,yin
也就是病理性白带的原因很多,yin
也有虚实寒热之别,yin
也有说是性欲减退。性冷淡与性快感缺乏是两个不同的概念,yin
亦为厥阴头痛之证候特色（见陆定圃《冷庐医话•头痛》）。以巅顶,yin
亦可持续累及心脏而致其衰竭。,yin
亦可见于阳虚津不上承者。,yin
亦指由视神经衰弱所引起的畏光症状。,yin
产后恶露是指产后随子宫蜕膜脱落,yin
人之身阴阳的盛衰,yin
仍感寒冷不能缓解的,yin
从阴道分泌而出。在正常的情况下,yin
以五脏虚证为主要临床表现的多种慢性虚弱症候的总称。,yin
以其两寒相感,yin
以初起恶寒,yin
以痰质清稀色白的痰为特征。如由外感风寒而致病的,yin
以神清者为佳。,yin
以胃阴不足为主,yin
以脏腑功能衰退,yin
会阴部位疼痛。其疼痛程度有轻有重,yin
伤及气阴,yin
伤口或疮口痊愈后血痂自行脱落,yin
但有实火与虚火的区别,yin
但白天如常的一种病证。,yin
但须根据虚实不同情况分别处理,yin
体感受寒邪。《灵枢·邪气脏腑病形》：“形寒寒饮则伤肺,yin
供血不足。本证为临床常见的虚弱证侯。多为久病体弱,yin
便白如胶冻,yin
便质稀薄,yin
元气虚也。”《临证指南医案·喘》提出：“在肺为实,yin
先天性脱位及病理性脱位等几种情形。关节脱位后,yin
先有 恶寒,yin
关节脱位也称脱臼,yin
其他阴道排除物。,yin
其发生是由于胆红素代谢障碍而引起血清内胆红素浓度升高所致。临床上表现为巩膜,yin
其寒时自寒而不觉热。与恶寒发热的寒热同时并作不同。《类证活人书》：“往来寒热者,yin
其热时自热而不觉寒,yin
其脆弱性和敏感性更仅次于眼皮,yin
其质或稠或稀的表现。,yin
养阴益胃。,yin
内热进而化虚火。根据病机不同,yin
再审证候虚实,yin
冒冷汗,yin
冷汗,yin
则出现恶寒肢冷,yin
则呼吸微弱而少气。胸痛少气者,yin
则属于虚证,yin
则语言不接续和呼吸勉强。呼吸微弱而喘促,yin
半夏白术天麻汤,yin
卫外不固,yin
即手足发凉冷。又称四逆,yin
即由于外来之寒邪或者是人体脾肾阳虚所生之内寒停滞在女性胞宫,yin
即称为消瘦。体内脂肪与蛋白质减少,yin
即贪凉涉水,yin
即边界清楚,yin
卵巢早衰,yin
厥冷,yin
厥阴头痛,yin
厥阴所属。小腹痛应辨别气,yin
又可帮助脱痂。,yin
又犯大寒,yin
又称“下白物”,yin
又称“阴门瘙痒”。,yin
又称气阴两伤。气虚和阴虚同时并见的病理变化。常见于热性病过程中,yin
又称虚损,yin
发热恶寒等为主要证候特点。病情有轻重不同,yin
发育生殖等功能减退所致的病症。肾精不足多由先天发育不良,yin
受大自然寒邪侵袭,yin
受寒,yin
可伴恶风寒。,yin
可出现在许多疾病的过程中。临床辨证以虚实为纲。治疗以和胃降逆为原则,yin
可继发气阴两虚的恶阻重症。,yin
可见于疝病等多种病证。痛而喜按为虚,yin
可选用清骨散,yin
同时可伴腰痛发凉,yin
同时增加胃蛋白酶的活性,yin
同时配合行气活血利水。由于本病总属本虚标实错杂,yin
吐清水,yin
吴茱萸汤主之。”又：厥阴脉会于巅顶,yin
呈黄色或黄绿色。脓液是机体组织炎症过程中形成的浓稠或稀薄的渗出物,yin
呕恶不纳,yin
呼吸微弱,yin
和阴,yin
咳吐清稀,yin
咳嗽喘促等。治以清肺,yin
咳嗽声音清脆,yin
咳嗽等症状。由脾肾虚寒引起的,yin
咽喉部出现白色腐膜,yin
喜冷畏热,yin
喜暖畏寒,yin
四肢厥冷,yin
四肢清冷,yin
四肢疼痛的发生主要是由于机体内正气不足,yin
因寒,yin
因此子宫脱垂还可同时伴有膀胱尿道和直肠膨出,yin
因过食寒凉,yin
困倦。出自清·李宝嘉《官场现形记》第三十六回。又指劳累,yin
在《伤寒论》名曰中风（亦称桂枝汤证）,yin
在我国神经衰弱的诊断也明显减少。,yin
在肾为虚。”,yin
坏死的白细胞,yin
坏死蜕膜等组织经阴道排出,yin
复感风寒外邪,yin
外阴炎,yin
外阴白色病变等出现以阴痒为主证时,yin
多为阴虚或血虚所致,yin
多因受寒,yin
多属于阴症,yin
多属外感风寒,yin
多数白带异常为感染或炎症引起,yin
多由于元气大虚所致。,yin
多由热盛伤津或阴液亏虚所致,yin
多见于阳虚虚寒的病人,yin
夜热早凉是指夜间低热,yin
大便溏泄清稀,yin
大便稀臭,yin
大便稀薄,yin
大便稀薄等症状。治疗根据引起纳差的病因病机辨证施治。,yin
大便色灰白如陶土,yin
大致涉及因感受风寒引起发作的偏头痛,yin
夭然不泽。”又名脱血。,yin
夭然不泽。”又名脱血。阴血亏损脱失之证。出《灵枢·决气》：“血脱者,yin
失音（aphonia ）是指神清而声音嘶哑,yin
女性外阴及阴道瘙痒,yin
女性外阴部皮肤或黏膜有大小不等的疣 赘,yin
如内蕴暑湿而外感风寒,yin
如果阳虚则机体功能减退,yin
如滴虫性阴道炎,yin
如白内障,yin
如白血病,yin
如肺气虚,yin
妇女阴道中排出分泌物,yin
妇女阴道分泌物带红色黏液,yin
妇女阴道分泌物明显增多,yin
妇女阴道分泌物色白,yin
妊娠期间出现的阴道少量出血,yin
子宫或阴道结构异常,yin
子宫脱垂（uterine prolapse）是指子宫从正常位置沿阴道下降,yin
它多发于一年中的寒冷季节,yin
宜和血汤。痛连阴茎,yin
宜补血清热,yin
宫寒顾名思义是“子宫寒冷”的简称。在中医学的文献记载和正式的教科书及相关的中医妇科专著中并无此词条。但是“宫寒”已经成为深入人心的热词,yin
